Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.489274,2.458396,1.624216,3.269161,10.552234,17.340121,4.446855,2.622015,4.781179,4.876871,3.752302,5.992065,9.670241,5.718502,3.734078,3.53238,0.422421,0.598609,0.836282,2.503987,2.785125,3.118377,4.315913,4.756544,3.54648,3.67151,3.4664,3.507499,2.629119,5.294319,2.735727,1.589306,1.398674,1.818739,1.053688,1.42999,3.025259,3.620641,2.026779,5.429213,0.596811,1.720485,3.174471,1.663571,2.105012,3.142991,2.10439,2.075792,3.799392,0.969114,0.662892,-1.138702,2.477102
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,-2.921772,0,3.009709,0,0,1.413761,2.788104,-1.356239,2.749771,1.338091,1.408451,1.302083,0,14.224507,11.402851,6.127946,19.225888,8.834486,10.415648,-13.418955,0.895141,-4.305396,0.89982,-0.891795,-3.659268,0,0.933998,-0.925355,-3.798257,-5.825243,-7.353952,-1.11276,0,-3.375844,-2.329193,2.384738,2.329193,1.138088,14.703676,14.584696,7.420091,3.506908,2.669405,15.05,9.083007,3.625498,3.537101,6.312662,9.116312,9.635083,0,0,4,1.90904,1.900826,6.48824,1.726326,0.848515,2.548874,1.665058,1.92262,3.819283,5.495738,5.230704,5.804528,3.38534,3.820293,7.351434,3.657531,7.453042,7.862763,7.985527,9.624921,10.228574,8.777231,6.44545,4.079643,4.15705,6.579183,6.774665,5.867082,2.771032,3.246627,2.256594,0.074665,-0.703832,0.730929,1.097208,2.429615,3.153269,3.182879,2.572326,2.820991,1.91926,2.158463,2.109249,1.959167,2.157153,2.360538,4.155823,3.28755,2.091994,1.263638,1.688123,1.101514,1.613863,2.486478,1.189796,1.275301,2.341067,2.455555,2.50688,0.976033,0.600255,0.316677,1.381453,1.703514,2.633684,1.272475,2.675709
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,-4.761905,0,0,10,9.090909,4.166667,-4,0,0,0.5,-4.761905,5,4.761905,0,-4.545455,0,-4.761905,-5,-5.263158,5.555556,5.263158,0,0,0,0,-5,0,0,0,10.526316,0,4.761905,0,-4.545455,0,-4.761905,5,0,4.761905,0,0,4.545455,4.347826,4.166667,4,0,15.384615,20,25,40,6.349206,14.925373,-6.493506,-16.883117,-5.664063,9.730849,2.075472,-15.526802,-9.40919,-7.487923,-2.872063,-4.032258,-4.761905,-1.176471,-3.27381,1.538462,2.424242,2.95858,5.747126,3.26087,1.578947,15.803109,18.120805,5.871212,2.862254,1.73913,1.025641,2.538071,0.330033,-0.328947,0.330033,4.934211,15.673981,9.349593,1.982652,3.888214,1.052632,3.935185,2.672606,5.206074,2.268041,0.403226,2.208835,5.206287,2.521008,5.82878,4.302926,3.052805,4.563651,3.445636,3.034789,10.560345,6.432749,7.081807,7.354618,9.399894,11.84466,9.157986,9.065606,8.093328,4.789207,10.878661,13.642961,11.340996,8.465244,6.218274,5.714855,7.176493,8.717047,6.676366,4.546143,4.131033,3.438196,2.328085,2.288269,1.375675,2.460368,1.262532,2.566923,2.252413,2.365967,3.085506,3.004197,1.286725,2.487826,0.454499,1.532134,2.32935,0.712589,3.753931,2.197386,2.418906,1.284952,0.696864,2.120486,2.041703,2.171137,3.55,1.875101,2.764831,2.16773,1.286585,3.483881
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.197358,7.949731,9.75918,12.321959,7.570689,13.654377,3.294787,0.915034,-2.623627,2.15496,0.589053,0.461772,-0.813532,0.079375,-0.284801,-1.982429,-7.764281,-7.808688,-4.547361,1.378454,3.741446,2.83451,7.015603,2.926433,4.57892,4.153494,3.72169,3.262876,2.436047,1.739695,1.36482,0.768659,3.28463,7.819579,1.655894,5.700771,11.022787,7.752661,4.527638,4.614816,2.509125,3.487155,2.174704,4.446925,3.825999,0.698382,1.797675,2.680651,1.968839,3.47538,3.397236,2.75449,6.057405,4.312039,4.92542,6.517208,10.387376,6.932797,8.166516,11.109385,14.68548,16.906497,14.383547,11.956493,13.699827,17.150361,15.370155,16.163784,7.341021,6.171296,15.417684,13.213313,15.744342,6.375285,5.715947,6.098463,2.602418,1.014523,1.28827,1.745336,3.754912,2.285713,1.187197,1.265236,-0.114285,2.615212,2.62581,2.677083,1.753626,2.290242,3.03701,3.365399,2.376131,3.958974,2.115613,2.302053,4.027896,1.059935,1.134417,1.227531,0.292697,0.646225,1.850783,1.598297,1.619632,1.714562,3.941121
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.28874093,9.955289961,6.920873698,9.086760363,5.404826284,4.702393629,5.473389649,7.400676136,7.940321084,12.70210937,8.625312815,6.020378121,6.618196789,6.022694157,9.853858483,16.36268955,8.888847079,11.45532883,19.11669116,6.230582303,5.017432153,6.806544055,7.191669404,9.513498327,16.87717414,23.63383573,33.49449836,38.0420177,57.85024233,67.69754049,59.16057137,75.4176971,64.45966221,111.1492722,110.2090255,163.3980686,77.92133318,85.84632918,666.9553568,3398.271776,7481.691057,409.527953,73.52862469,48.5798086,23.73452974,11.13050385,11.54905149,8.54669441,7.25495958,3.469321402,3.758542074,1.97539092,0.19189942,2.261224974,3.661545755,1.617698556,2.001381535,1.778682562,5.787880833,2.935344727,1.529527307,3.369665486,3.655413909,2.805827455,3.245961035,3.547848764,3.593083895,2.803831823,1.316710548,2.136005236,1.827143718,3.979014595
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.694268,-0.798526,5.01548,3.596698,1.992032,7.589286,7.209544,1.064344,3.494495,5.226642,2.021978,1.378716,15.002125,20.694752,13.502756,15.727003,31.794872,4.616201,9.3153,10.114445,7.008427,17.443234,17.493489,11.15942,9.387223,10.250298,49.72973,22.67148,1.118305,3.958091,13.885778,10.766962,13.537506,19.468335,8.573298,6.720916,12.567071,6.823884,8.290277,5.63869,9.382057,6.137387,6.560566,5.459675,2.690795,2.267852,4.809709,6.590422,5.458691,2.950528,8.190241,4.201873,3.802323,4.687005,3.176364,2.599687,3.59116,0.643678,1.288259,2.841422,5.236383,2.392065,2.393162,3.92718
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.117647,76.502311,45.482322,36.843684,33.238325,28.105973,19.768786,14.91849,11.983201,7.28394,10.059815,5.491248,1.900174,0.794485,3.5698,2.107051,1.114944,2.38806,4.349378,3.825978,2.707452,4.224147,3.745126,1.171991,0.171074,-0.912462,-0.650022,2.002478,1.797949,2.186262,3.368057,5.151844
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.350897,0.924082,-0.213119,-0.063281,1.701757,-1.906763,0.253888,2.920228,1.145713,2.189448,1.391162,2.590065,0.479188,2.448573,1.709164,3.128629,4.73604,6.570959,4.504184,5.814878,8.575722,4.344603,10.96111,11.120598,13.050327,26.190233,17.245651,19.902154,26.736011,20.84341,21.721076,16.059024,19.213061,21.472921,23.997897,28.483378,19.546229,12.564847,9.745212,9.946338,12.486232,13.586794,11.791964,9.55926,6.78378,5.42044,4.222816,3.068977,2.336863,2.572752,2.340095,2.85303,4.369903,3.600347,3.218991,2.365362,2.277164,3.107665,2.453965,2.588507,-0.83553,1.402573,3.653011,2.773339,0.274417,-0.278153,0.487939,0.607397,1.368614,0.993716,0.338178,-0.012438,1.265657
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.985111,210.385106,256.10534,136.759968,32.261055,38.809242,154.763662,59.096385,45.803568,45.776167,34.409594,22.525738,15.314811,11.862431,8.989057,6.582198,4.829907,7.866771,5.580534,6.080912,5.797273,3.336867,3.974297,1.064659,-0.57554,-1.555716,1.351394,4.613974,3.830137,2.632508,5.051439
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5648660199,82.59715754,95.66108338,23.31742229,30.14228239,42.4828509,71.15177804,95.01966345,19.54096785,9.947973499,11.05652929,16.22553906,11.7986357,6.471117896,12.41098678,8.116950922,6.142553603,11.13739763,7.330385896,7.694263629,2.082447939,1.39235822,1.125963776,3.165236536,1.975738387,1.867559779,1.551692928,4.077800301
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.79202,13.656042,10.883998,12.683384,9.678773,9.007219,14.107755,11.654083,6.858023,8.434999,5.067705,6.762519,7.82602,15.524423,7.050666,3.685038,2.866713,4.462491,3.384014,6.68642
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.592497,-0.401979,0.830487,0.708183,5.021784,0.895197,-0.41838,-0.246288,-1.239567,-1.042535,-1.120944,0.247187,0.595187,0.355,0.61484,2.302026,4.115866,9.87111,5.052933,5.348486,4.99333,2.86627,3.510403,2.23629,1.206073,2.06884,-0.838195,2.458142,-2.093333,3.445458,3.06329
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.140127,-0.30581,-1.840491,1.40625,1.540832,-0.91047,2.756508,5.365127,-1.55587,-2.011494,1.466276,1.300578,-4.707561,-6.736527,4.333868,4.615385,2.058824,-2.737752,-1.185185,-0.29985,1.954887,3.244838,3.142857,6.925208,7.253886,10.2657,0.219058,0.491803,-5.860806,4.539559,4.094293,2.741359,-4.988399,-4.273504,-0.127551,3.192848,6.311881,3.376019,-5.743243,-4.181601,2.618454,4.009721,7.943925,3.571429,-0.626959,0.315457,-0.524109,-6.533193,-6.200676,5.168269,2.514286,-2.675585,-0.572738,-3.686636,-4.665072,-4.89335,-3.562005,3.556772,4.491413,2.149178,3.094059,-1.80072,-4.03423,-5.095541,1.879195,-0.790514,3.187251,4.761905,4.422604,1.176471,-2.44186,0.834327,1.654846,-1.162791,2.117647,2.073733,5.191874,1.502146,-0.951374,0,2.98826,2.072539,0.304569,1.315789,14.885115,13.043478,26.153846,46.95122,10.5919,1.596244,-18.299445,-16.968326,-5.449591,0.288184,1.436782,-3.399433,-0.879765,0.887574,-1.612903,-3.278689,-3.235747,-1.592357,-2.588997,1.162791,1.80624,1.129032,3.508772,1.694915,3.030303,13.529412,13.212435,6.864989,0.535332,-0.425985,-0.213904,0.428725,2.881537,5.60166,0.687623,1.365854,17.035611,7.236842,0.613497,0.685976,2.677389,5.059203,4.20082,4.490331,0.721455,4.204298,2.09205,4.683841,2.964206,3.367735,5.018392,6.404804,4.302845,1.938683,2.675807,7.064398,7.402937,5.956172,6.717341,9.922147,9.779988,10.253946,11.441733,9.987711,7.201625,13.695281,12.103939,8.589185,8.873022,8.044242,7.372575,4.23591,4.188572,5.824899,6.443276,10.366553,9.444627,2.374367,4.728173,2.158138,2.455149,0.533132,0.65841,-0.267133,0.462176,0.899144,2.405958,2.158482,1.925655,0.37366,0.453171,1.360215,2.212169,3.437049,-0.494461,1.157988,2.961151,0.888378,-0.044293,-0.179638,-0.046785,0.984269,1.794499,1.953535,1.784151,0.497367,2.163197
Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.459339,2.120636,1.656819,0.257064,2.017266,3.252298,0.68312,-0.254393,0.334087,1.883982,2.14183,19.616871,22.365637,2.577737,-1.896488,3.187519,4.06517,4.004898,8.540854,8.188764,3.91812,1.03706,2.603946,0.491515,-1.380654,0.483054,1.523246,2.293947,3.449977,3.439849,2.243936,2.291513,3.094657,1.724939,1.379028,2.023083,-0.27096,0.023152,1.348522,1.01442,-0.391452,0.48701,1.671306,0.468733,0.962902,2.10488,6.627782,0.59672,2.823661,5.247793,4.575603,2.358604,1.025148,-0.522618,-0.532269,0.57626,0.43862,0.565261,-0.181917,2.30486
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.627256,20.954282,13.491499,9.859032,8.366145,7.88656,6.144661,9.032713,8.414068,7.491737,5.511901,3.594172,2.458846,2.440513,3.672821,5.649177,0.842849,1.788443,1.818824,2.592785,1.758093,0.191046,-0.50572,-0.058328,1.425713,1.741882,1.626417,-0.054857,1.917065
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.804233,10.767903,23.178322,13.386943,9.874013,5.796291,6.21791,6.684281,10.558817,12.037697,7.115859,3.339701,8.534782,7.541068,2.724414,4.479465,2.763683,4.587719,1.623973,0.962719,3.908313,3.614837,1.388626,-0.069171,-0.325917,-0.513561,1.323885,2.486122,2.677458,1.93276,3.155433
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.606762,7.689128,9.904031,19.734544,12.689615,5.254983,3.861289,0.876154,2.253521,1.836547,2.569883,3.846154,5.375661,5.844547,5.787476,4.017937,3.379893,5.054212,5.795491,5.823203,5.630407,7.961869,0.236289,1.699752,1.610345,0.660343,1.812977,2.811621,4.466727,4.712042,2.166667,5.485318,-0.869901,3.298557,3.81054,3.012366,2.185484,1.894289,-0.899442,0.188193,0.665124,1.06531,0.705797,-0.846688,1.231289
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,9.4,16.6,68.70000002,37.19999998,8.10000001,5.300000006,4.299999982,-6.600000004,5.399999996,6.400000011,-3.099999995,2.500000009,4.499999983,2.900000015,7.699999988,18.60000001,2.700000005,13.49999999,20.50000001,28.49999999,2.3,-0.699999997,2.599999994,3.2,1.70000004,5.933963675,4.480784314,6.605961881,-0.144352982,6.31064538,8.141578832,16.23372242,13.00231666,16.52361116,18.67352787,20.18047164,15.24826482,28.31074722,49.56104179,56.50186327,116.5978493,36.02338107,27.11614541,31.34976832,48.34513855,45.02405237,34.61689289,38.8115963,75.26869714,69.56701013,60.32213829,65.97297185,70.43328626,66.08877913,106.2373146,93.65803706,80.3383688,85.80698108,84.57007347,64.88914221,54.83889897,54.45172975,44.90278128,25.27733113,8.598261681,8.179160368,9.597242123,8.75618091,10.44412838,6.250976631,8.566444206,6.471879671,8.891569965,7.493090306,8.854572714,7.670853649,7.775134153,11.14431108,16.3324639,15.17682157,12.27895745,19.59649269
United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.349073,0.915141,7.666941,17.840735,17.283951,15.235457,15.625,0.935551,-6.162465,1.791045,0.439883,2.43309,0.902613,-1.93032,-1.152184,0,-2.6712,-8.932136,0.30137,-5.192425,3.479381,2.552927,1.03218,3.725962,-2.02781,-1.301005,0.718993,5.116002,10.922467,5.969388,1.636976,2.273804,8.476146,14.389411,7.689436,-0.970537,1.085054,7.860111,2.279294,0.81607,0.311333,-0.27933,1.525054,3.341508,2.72916,1.010684,1.457976,1.070724,1.198773,1.239669,1.278912,1.585169,3.015075,2.772786,4.271796,5.462386,5.838255,4.292767,3.272278,6.17776,11.054805,9.143147,5.744813,6.501684,7.630964,11.254471,13.549202,10.334715,6.131427,3.212435,4.300535,3.545644,1.898048,3.664563,4.077741,4.827003,5.397956,4.234964,3.02882,2.951657,2.607442,2.80542,2.931204,2.33769,1.552279,2.188027,3.376857,2.826171,1.586032,2.270095,2.677237,3.392747,3.225944,2.852672,3.8391,-0.355546,1.640043,3.156842,2.069337,1.464833,1.622223,0.118627,1.261583,2.13011,2.442583,1.81221,1.233584,4.697859
Euro area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.125816,3.624918,3.257442,2.694753,2.444412,1.995119,1.569288,1.102458,1.100616,2.102307,2.342834,2.250656,2.080694,2.144967,2.179262,2.181925,2.135334,3.27259,0.290899,1.621219,2.713803,2.498367,1.351317,0.431855,0.192873,0.235002,1.538065,1.754673,1.195745,0.252067,2.588101
South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.650738,1.090819,-0.359683,-1.263434,0.5484,0.181803,-0.54442,-2.367919,-3.916238,-3.881349,-2.828497,1.666036,-1.22905,0.414781,2.473714,3.820256,0,2.907567,4.707597,8.80968,6.120759,3.266844,2.869897,1.316053,3.908406,5.849386,3.815651,3.929334,7.314449,8.637919,3.451335,2.224895,2.970269,1.91905,2.828665,3.664848,0.884199,1.401221,2.162074,1.186486,1.335802,2.723264,3.93523,3.32395,3.515008,2.094471,3.326392,3.972867,5.73103,6.604466,9.468257,11.692669,12.475922,10.965332,11.14456,11.129722,13.302484,13.656911,15.24122,14.668275,12.299293,11.536835,16.307674,18.636705,16.141285,12.79958,14.719038,14.352827,15.330358,13.867087,9.721138,8.932241,8.680489,7.35784,8.592124,6.888149,5.17153,5.342637,5.701999,9.162377,5.862684,1.386092,3.396864,4.642091,7.097438,10.996141,7.179087,4.211156,4.992692,5.647751,5.741806,6.104101,4.588254,6.332949,5.278745,4.612137,4.12065,3.274892,4.555611
